user_id,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Steps,Active_Minutes,Sleep_Duration,Heart_Rate_Avg,Daily_Workout_Time,Diet_Quality,Fitness_Level
658,55,Female,91.1,1.85,190,149,74,1.49,649,Strength,31.8,3,3,1,29.5,14845,136,8.17,83,55,Excellent,Advanced
659,43,Female,40,1.55,172,159,59,1.28,1480,Yoga,19.9,3,3,3,21.42,10738,71,7.11,78,55,Excellent,Advanced
660,59,Male,40,,185,132,50,1.32,1266,HIIT,22.7,2.3,4,3,12.32,14316,153,4.65,72,55,Excellent,Advanced
661,49,Female,40,1.89,192,168,50,1.51,837,Strength,29.4,3.5,3,1,16.63,5561,55,7.97,91,55,Excellent,Advanced
662,27,Female,96.8,1.73,174,136,71,1.91,887,Strength,31.7,2.6,3,2,19.05,7975,172,4.24,61,55,Excellent,Advanced
663,18,Male,80.5,,196,159,55,2,816,Yoga,25.2,2.3,2,1,22.13,8878,121,7.38,71,55,Excellent,Advanced
664,36,Male,69,1.76,191,153,73,1.01,1276,,16.7,2.9,4,1,13.89,11248,46,5.69,67,55,Excellent,Advanced
665,20,Male,43.5,1.52,189,146,63,2,1213,Strength,24.3,2.5,4,2,25.35,13118,173,5.12,76,55,Excellent,Advanced
666,55,Male,54.2,1.62,197,127,56,1.18,335,Strength,28.3,2.4,2,1,20.94,8575,41,7.85,95,55,Excellent,Advanced
667,34,Male,59.8,1.77,186,151,55,0.97,792,Yoga,23,2.1,3,2,24.41,7382,161,7.02,66,55,Excellent,Advanced
668,18,Female,52.2,1.75,171,165,72,1.45,570,Strength,26.1,3.4,4,1,12.48,14573,142,7.99,67,55,Excellent,Advanced
669,40,Male,45.4,1.84,167,156,50,1.13,771,Cardio,11.5,3.5,4,2,12.32,4734,56,8.12,62,55,Excellent,Advanced
670,28,Female,62.1,1.68,191,130,74,0.85,1098,Strength,13.9,2.8,4,2,28.14,11311,60,8.35,83,55,Excellent,Advanced
671,26,Male,72.8,1.57,196,138,61,1.04,1382,Strength,29.8,3.4,2,3,16.61,5572,143,7.81,91,55,Excellent,Advanced
672,27,Female,73.5,1.92,168,155,50,1.18,1048,Strength,14.2,3.4,5,2,18.37,4626,123,5.67,68,55,Excellent,Advanced
673,22,Male,78.4,1.66,182,168,70,1.67,495,Strength,10,2.5,3,,19.29,5014,142,8.85,60,55,Excellent,Advanced
674,51,Female,87.1,1.77,185,126,60,1.46,990,Cardio,21.1,3.4,2,1,12.9,7019,151,5.71,92,55,Excellent,Advanced
675,45,Male,76.3,1.67,177,168,50,1.41,1013,Cardio,11.6,3.1,3,3,14.42,5805,125,7.58,86,55,Excellent,Advanced
676,33,Female,75.5,1.85,181,147,59,1.22,1267,HIIT,21.8,2.8,3,2,18.19,8908,92,4.76,93,55,Excellent,Advanced
677,44,Female,49.3,1.55,193,168,72,1.48,918,Cardio,21.5,3.6,5,1,21.77,9909,65,8.01,86,55,Excellent,Advanced
678,56,Female,92,1.86,184,167,71,1.56,999,Cardio,24.2,2.1,5,3,31.52,9706,162,7.97,83,55,Excellent,Advanced
679,35,Male,44,1.59,168,144,54,1.39,1040,,29,3.4,2,2,27.49,3487,32,7.59,93,55,Excellent,Advanced
680,46,Male,92.6,1.76,197,144,74,0.96,1291,HIIT,13.8,3.3,2,2,12.37,4140,110,6.01,70,55,Excellent,Advanced
681,59,,50.2,1.6,174,169,55,1.33,,Strength,,1.5,4,2,13.4,10111,39,7.3,69,55,Excellent,Advanced
682,23,Male,83,1.74,160,120,72,1.35,1628,Yoga,21,3.3,5,2,15.13,12413,163,8.86,86,55,Excellent,Advanced
683,21,Female,78.5,1.8,179,169,59,1.64,683,Yoga,23.9,2.7,4,1,22.33,9586,171,8.37,80,55,Excellent,Advanced
684,56,Female,56.2,1.69,198,155,74,1.64,1486,Cardio,24.4,1.8,2,1,21.59,8638,101,8.5,99,55,Excellent,Advanced
685,58,Male,87.4,1.64,188,148,57,0.56,1249,Strength,10,3.5,3,3,16.94,5406,144,7.22,94,55,Excellent,Advanced
686,26,Male,92.2,1.59,176,143,55,1.57,1050,Strength,24.5,2.4,4,2,23,13229,143,7.49,85,55,Excellent,Advanced
687,18,Male,83.1,1.94,188,153,56,1.41,1180,Yoga,24.4,3.3,3,2,17.84,6232,51,4.18,81,55,Excellent,Advanced
688,36,Female,47.1,1.72,194,145,50,,843,Strength,21.8,1.9,3,1,17.46,9389,62,6.6,94,55,Excellent,Advanced
689,18,Male,53.1,1.7,181,169,73,1.01,1740,Strength,23.8,2.3,4,1,,7651,160,6.76,93,55,Excellent,Advanced
690,53,Female,76.2,1.67,185,142,68,1.55,804,HIIT,25.5,3.4,3,1,18.46,8582,70,4.12,94,55,Excellent,Advanced
691,46,Female,48.4,1.82,163,163,68,1.51,1221,HIIT,19.2,3.7,5,2,12.32,12707,107,7.63,92,77,Average,Intermediate
692,24,Female,47.3,1.92,189,155,74,1.4,505,HIIT,29.5,3.4,5,2,12.34,4809,125,5.3,92,77,Average,Intermediate
693,46,Male,91.8,,191,152,71,1.32,927,Cardio,26.8,1.8,3,1,23.11,8807,61,6.24,96,77,Average,Intermediate
694,31,Female,71.4,1.68,180,143,68,1.37,606,Yoga,23.8,3.2,2,2,21.59,3085,90,8.03,97,77,Average,Intermediate
695,24,Male,103.6,1.88,175,154,60,1.55,436,Yoga,20.9,3.2,3,1,13.85,12266,166,8.22,74,77,Average,Intermediate
696,35,Female,81,1.78,196,151,67,2,1246,HIIT,10,3.3,3,1,19.74,8739,176,7.36,84,77,Average,Intermediate
697,55,Female,94.9,1.52,196,120,73,2,1309,HIIT,27.9,1.5,2,,12.32,11514,56,5.64,97,77,Average,Intermediate
698,21,Female,80,1.67,167,169,57,0.94,899,\nStrength,29.8,3.1,3,2,17.15,6154,122,6.27,69,77,Average,Intermediate
699,29,Female,40,1.77,191,169,58,1.2,613,Strength,22.2,2.2,4,2,29.56,14659,135,4.41,63,77,Average,Intermediate
700,35,Male,69.5,1.68,172,155,59,1.78,1350,HIIT,23.6,1.6,3,,16.62,9961,151,5.07,64,77,Average,Intermediate
701,37,Male,48.3,1.81,167,134,69,1.97,1276,Yoga,26.1,1.8,3,2,20.81,9050,133,6.94,93,77,Average,Intermediate
702,18,Male,44.8,1.67,193,137,61,1.3,719,Yoga,21.6,2.3,4,1,12.32,9468,179,6.49,87,77,Average,Intermediate
703,54,Male,68.9,1.78,187,155,60,1.42,913,,30.7,3.4,3,1,17.82,10210,155,7.66,86,77,Average,Intermediate
704,44,Female,63.6,1.77,161,169,50,1.57,1283,Cardio,17.8,2.1,3,,17.92,5668,62,6.42,89,77,Average,Intermediate
705,27,Female,40,1.72,178,132,72,0.83,857,Cardio,27.3,3.2,4,2,17.8,5119,161,8.32,67,77,Average,Intermediate
706,35,Female,66.7,1.72,171,153,65,1.15,776,HIIT,18.7,2.5,4,1,22.98,14378,151,4.16,70,77,Average,Intermediate
707,44,Male,47.3,1.72,198,164,70,1.46,1103,Strength,26.7,1.5,4,,23.85,12159,60,7.01,86,77,Average,Intermediate
708,39,Female,70.3,1.74,170,152,59,2,864,Cardio,20.4,1.5,3,2,17.03,4807,176,5.45,93,77,Average,Intermediate
709,49,Female,74.7,1.81,176,132,,1.81,758,Yoga,23.9,1.7,3,2,14.58,5511,108,8.96,79,77,Average,Intermediate
710,26,Male,57.8,1.61,162,135,65,1.91,684,Yoga,18.2,3.7,3,1,12.32,7816,66,4.71,97,77,Average,Intermediate
711,18,Male,40,1.72,193,138,74,1.41,726,Yoga,28,3.7,2,3,32.62,9910,108,8.45,73,77,Average,Intermediate
712,33,Male,79.8,1.53,172,148,72,1.98,1132,Yoga,14.7,1.7,3,2,16.6,5999,155,4.01,95,77,Average,Intermediate
713,18,,75.8,1.99,191,167,71,1.53,850,HIIT,10,3.5,4,1,15.4,8712,41,6.09,96,77,Average,Intermediate
714,47,Female,74.7,1.77,195,130,68,1.93,1056,HIIT,22.1,3.4,4,2,24.44,8074,116,7.91,90,77,Average,Intermediate
715,40,Female,83.6,1.84,175,137,,1.46,1481,Cardio,23,2.5,5,1,20.2,14797,63,7.81,92,77,Average,Intermediate
716,38,Male,101.8,1.51,163,169,72,1.42,1384,Strength,25.6,3.3,4,1,20.89,13427,145,7.34,69,77,Average,Intermediate
717,25,Female,56.8,,191,150,61,2,1183,Strength,24.3,1.7,3,1,19.28,14925,134,5.94,85,77,Average,Intermediate
718,42,Female,86.7,1.7,196,135,68,1.22,923,Strength,27.2,3.2,3,2,17.49,8554,143,7.68,65,77,Average,Intermediate
719,18,Male,40.9,1.87,160,140,50,1.28,1261,HIIT,17.1,2.1,4,2,39.61,5713,176,7.15,79,77,Average,Intermediate
720,28,Male,87.3,1.51,190,168,56,2,1306,Yoga,32,2.3,4,2,14.46,12192,173,4.43,99,77,Average,Intermediate
721,26,Male,89.2,1.81,161,169,61,1.34,820,Strength,23.5,2.6,4,1,27.63,11877,43,8.79,93,39,Excellent,Advanced
722,23,Male,75.9,1.81,196,125,55,1.4,1177,HIIT,30,,3,2,12.32,6103,158,8.48,67,39,Excellent,Advanced
723,30,Male,100.1,1.76,170,160,55,1.43,1694,HIIT,25.9,1.8,3,2,15.73,13784,76,8.81,77,39,Excellent,Advanced
724,18,Female,80.8,1.85,188,141,74,1.19,838,Yoga,12.1,3.5,2,1,14.81,6371,178,6.22,94,39,Excellent,Advanced
725,58,Female,68.6,1.72,164,155,72,1.23,797,Yoga,27.2,2.5,2,1,12.32,12942,180,4.22,61,39,Excellent,Advanced
726,46,Female,45.7,1.96,168,137,64,1.38,1303,Strength,29.8,3.3,2,2,22.82,8569,136,4.12,93,39,Excellent,Advanced
727,19,Female,55.2,1.71,172,136,74,1.93,670,Yoga,10,3.1,4,1,20.85,8199,53,4.57,66,39,Excellent,Advanced
728,31,Female,91.7,1.74,172,166,56,1.28,892,Yoga,19.8,3.1,4,3,12.32,11876,66,4.91,65,39,Excellent,Advanced
729,47,Male,78.7,1.69,170,144,57,1,845,Yoga,24.5,1.9,4,1,22,5526,134,7.39,63,39,Excellent,Advanced
730,28,Female,40,1.57,165,169,68,1.04,669,Cardio,30.2,2.6,2,2,15.05,13067,76,4.14,63,39,Excellent,Advanced
731,22,Male,47.1,1.87,165,132,68,0.72,674,Strength,31.7,3.2,2,2,34.98,7882,111,4.71,80,39,Excellent,Advanced
732,23,Male,85.1,1.79,194,138,55,1.16,829,Strength,23.7,2.6,4,2,19.2,7225,60,4.26,75,39,Excellent,Advanced
733,48,Female,87.9,1.5,180,164,68,1.41,974,Yoga,22.1,2.6,4,1,13.04,12781,156,6.54,92,39,Excellent,Advanced
734,24,Female,74.2,1.58,177,140,71,1.28,780,Strength,23.6,1.9,4,2,30.92,9308,98,4.3,89,39,Excellent,Advanced
735,33,Male,,1.8,160,155,74,1.26,906,Yoga,23.9,3.2,4,1,18.21,12062,153,4.14,100,39,Excellent,Advanced
736,22,Male,49.6,1.87,190,137,54,1.6,1326,HIIT,30.5,1.9,5,1,14.25,6829,34,5.35,97,39,Excellent,Advanced
737,18,Male,63.9,1.86,161,147,51,1.83,1178,Strength,24,3.3,2,1,24.05,14060,172,7.26,68,39,Excellent,Advanced
738,43,Male,75,1.8,170,141,61,1.09,790,Yoga,32.8,2.4,3,2,,7990,144,4.42,100,39,Excellent,Advanced
739,54,Male,69.8,1.75,170,131,72,1.29,954,Strength,32,3.2,2,1,21.66,11199,66,5.87,70,39,Excellent,Advanced
740,42,Female,40.5,1.64,196,137,59,1.12,1150,Yoga,13.4,3.7,5,2,12.32,7016,138,8.81,95,39,Excellent,Advanced
741,18,Female,43.8,1.96,193,142,50,1.03,1590,Strength,29.7,3.6,2,3,21.88,10401,148,8.81,99,39,Excellent,Advanced
742,24,Female,45.7,1.63,199,144,71,0.94,1137,Yoga,19.6,1.8,2,3,12.32,7739,72,4,90,39,Excellent,Advanced
743,43,Male,40,1.73,161,146,69,,1359,Cardio,21.3,2.5,2,3,12.61,7477,127,9,100,39,Excellent,Advanced
744,25,Male,40.8,1.69,194,145,54,1.65,1353,HIIT,24.4,2.5,4,1,22.31,6485,160,5.41,70,39,Excellent,Advanced
745,59,Male,82,1.51,185,121,70,1.82,625,Strength,28.5,2.2,4,3,24.72,11750,106,4.45,67,39,Excellent,Advanced
746,29,Female,60.9,1.92,192,151,67,1.5,1407,Cardio,18,3.5,5,1,43.3,5288,101,8.39,73,39,Excellent,Advanced
747,27,Male,55,1.68,169,136,64,1.07,1389,Cardio,24.6,2.1,4,2,18.54,13001,111,8.42,81,39,Excellent,Advanced
748,23,Female,59,1.62,193,162,56,,670,Cardio,17.6,1.6,5,1,17.71,13406,145,5.37,80,39,Excellent,Advanced
749,34,Female,80,2,173,125,56,1.82,773,Strength,22.3,2.8,4,2,14.62,8597,114,4.08,68,39,Excellent,Advanced
750,24,Male,44.3,1.65,189,129,56,1.9,972,Yoga,27.8,3.3,2,1,15.86,13591,151,4.02,60,39,Excellent,Advanced
751,24,Male,63.6,1.74,199,135,61,1.31,486,HIIT,26.1,2.2,2,3,25.85,14021,172,8.48,91,24,Good,Advanced
752,29,Female,50.2,1.89,197,125,51,1.46,1286,Strength,27.6,3.3,2,3,15.27,9435,49,6.69,88,24,Good,Advanced
753,58,Male,43.6,1.67,176,142,74,1.13,1089,HIIT,26.7,3.4,4,2,28.29,14014,126,8.14,82,24,Good,Advanced
754,38,Male,60.5,1.72,187,139,50,1.34,1096,Yoga,20.9,3.7,4,2,25.58,9336,32,4.62,83,24,Good,Advanced
755,34,Male,92.4,1.79,,128,52,0.52,724,Cardio,25.3,3.1,5,3,12.85,6161,86,7.72,77,24,Good,Advanced
756,39,Female,76.7,1.86,193,122,65,1.29,1770,\tYoga,23.1,3.2,3,1,17.75,14150,121,4.96,99,24,Good,Advanced
757,38,Male,,1.7,181,144,56,1.47,574,HIIT,26.3,2.6,4,1,14.96,13243,86,5.17,91,24,Good,Advanced
758,18,Male,71.9,1.88,177,159,57,2,1571,Yoga,10,2.4,3,2,15.96,8947,156,8.52,98,24,Good,Advanced
759,25,Female,59.2,1.84,168,160,51,1.53,1476,Yoga,25.1,3.7,4,2,13.81,6425,131,4.55,77,24,Good,Advanced
760,27,Male,57.4,1.89,193,128,51,0.92,1121,Yoga,22.4,3.5,4,2,16,12324,73,6.76,96,24,Good,Advanced
761,33,Male,69.5,1.75,178,131,74,1.51,1651,Strength,32.4,1.6,3,3,21.58,14012,174,4.88,97,24,Good,Advanced
762,23,Male,47.4,1.96,161,142,65,1.18,441,Cardio,18.7,1.6,3,1,21.34,5101,62,5.3,96,24,Good,Advanced
763,33,Male,76.5,1.75,198,139,57,1.22,984,Strength,12.5,3.4,3,1,32.82,6734,100,4.96,61,24,Good,Advanced
764,18,Female,53.5,1.68,198,134,74,1.9,368,HIIT,28.1,3.1,5,2,23.57,14353,94,7.4,89,24,Good,Advanced
765,25,Female,83.1,1.72,182,167,67,0.89,771,Strength,23.8,2.3,4,1,12.32,3032,43,8.27,80,24,Good,Advanced
766,47,Female,70.4,1.93,177,153,74,1.28,846,Strength,23.5,1.6,3,2,12.32,10086,134,5.37,93,24,Good,Advanced
767,39,Female,50.3,1.94,164,160,66,0.58,992,Cardio,10,2.9,4,1,14.72,10644,162,7.8,74,24,Good,Advanced
768,28,Female,65.3,1.68,161,145,73,0.72,408,HIIT,32.4,1.7,5,,25.26,3769,137,6.66,80,24,Good,Advanced
769,20,Male,66.2,1.85,196,120,58,0.84,420,HIIT,24.9,1.5,4,1,12.32,3084,115,4.41,96,24,Good,Advanced
770,19,Female,51.4,1.84,169,152,58,1.14,1175,\tCardio,20.9,3.5,5,3,16.95,3415,87,8.89,87,24,Good,Advanced
771,58,Female,78.3,1.52,176,123,74,1.49,1063,Cardio,30.5,3.4,3,2,25.33,4219,80,4.82,79,24,Good,Advanced
772,31,Female,79.4,1.56,171,126,69,1.42,963,Cardio,21.3,3.1,3,3,26.3,4029,54,4.14,87,24,Good,Advanced
773,25,Male,72.5,1.78,177,142,67,1.99,1047,HIIT,27.4,3,4,3,12.32,3393,115,8.2,75,24,Good,Advanced
774,21,Male,92.1,1.77,175,167,74,1.66,737,Cardio,25.3,3.3,4,2,17.16,4766,117,8.16,81,24,Good,Advanced
775,55,Female,72.6,1.55,191,137,50,2,1084,Cardio,24.1,2.5,3,2,19.76,11514,48,7.88,99,24,Good,Advanced
776,40,Male,76.7,1.68,177,133,57,0.89,984,Cardio,27.3,3.1,2,3,23.76,10184,144,6.89,65,24,Good,Advanced
777,39,Male,91,1.73,165,169,72,1.49,813,Strength,23.3,3.4,2,3,22.08,3994,126,5.57,64,24,Good,Advanced
778,26,Female,78.3,1.58,184,141,68,1.5,1436,Yoga,15,3.7,3,1,28.61,5089,143,4.27,99,24,Good,Advanced
779,26,Female,54.2,1.64,190,151,65,0.82,1184,Yoga,16.7,3.3,2,1,19.39,13259,56,7.39,95,24,Good,Advanced
780,42,Male,108.5,1.85,,167,74,1.39,801,Cardio,29,3,2,3,15.62,3855,127,6.01,99,24,Good,Advanced
781,18,Male,83.2,1.62,169,156,57,1.37,871,Cardio,10,2.5,4,,18.69,9735,32,6.27,89,98,Good,Beginner
782,19,Female,64.8,1.6,189,149,59,0.5,880,\tYoga,22.3,1.9,4,2,21.61,10014,55,5.7,61,98,Good,Beginner
783,25,Female,45.5,1.58,182,136,69,2,1137,Yoga,17.4,1.7,2,2,15.04,10439,180,4.96,66,98,Good,Beginner
784,42,Female,59,1.89,175,142,63,1.25,1092,HIIT,27.7,3.5,5,1,17.68,3201,47,6.96,72,98,Good,Beginner
785,43,Female,89.2,1.73,163,135,67,1.51,1367,Yoga,14.5,3.5,3,1,25.4,12391,160,5.28,86,98,Good,Beginner
786,47,Female,108.3,1.67,176,169,69,1.07,1204,Yoga,27.6,3.7,2,2,13.44,10887,143,4.93,68,98,Good,Beginner
787,30,Male,87.9,1.62,178,138,65,1.68,1205,Yoga,20.9,2.6,4,,34.99,3722,109,6.92,92,98,Good,Beginner
788,48,Female,45.9,1.94,169,141,74,1.13,1507,Cardio,29.1,3.2,5,2,12.32,13677,109,6.92,94,98,Good,Beginner
789,18,Male,107,1.75,177,155,71,2,645,Strength,27,3.2,5,2,27.94,5385,109,7.02,78,98,Good,Beginner
790,39,Male,40.7,1.84,197,145,55,1.48,1128,Strength,25.3,1.5,4,1,22.28,9042,162,6.93,69,98,Good,Beginner
791,18,Male,65.3,1.6,177,153,74,0.96,,Yoga,23.6,2.4,4,1,18.84,3939,173,8.29,87,98,Good,Beginner
792,50,Female,88.5,2,181,146,72,1.33,1088,Cardio,11.9,2.3,4,1,17.26,8633,81,7.2,72,98,Good,Beginner
793,27,Female,62.5,1.67,186,129,65,1.2,1783,Strength,23.2,1.5,3,2,26.22,4120,151,7.47,89,98,Good,Beginner
794,43,Female,79,1.73,186,158,55,1.2,1146,Cardio,25.2,3.6,4,2,19.64,12826,178,6.83,81,98,Good,Beginner
795,27,Female,40,1.85,177,156,65,1.58,1014,Cardio,24,3.7,5,3,22.49,13094,114,4.81,89,98,Good,Beginner
796,19,Male,51.8,1.6,176,159,72,1.14,574,Cardio,25.3,2,4,2,16.69,3691,30,7.19,74,98,Good,Beginner
797,38,Female,89.3,1.58,184,135,58,1.58,995,HIIT,24,2.9,4,3,19.02,10643,91,6.4,81,98,Good,Beginner
798,27,,80,1.86,177,153,74,0.9,886,Strength,25.1,1.6,2,1,19.41,9158,77,8.13,60,98,Good,Beginner
799,33,Male,40,1.75,185,125,54,2,870,Yoga,18.7,1.8,3,1,17.77,8944,121,4.15,67,98,Good,Beginner
800,50,Female,102.6,1.62,198,138,66,1.48,1149,HIIT,10,2.7,5,2,18.48,5333,79,7.16,83,98,Good,Beginner
801,18,Male,69.2,1.62,164,167,62,1.5,1721,HIIT,25,2.3,5,1,33.3,3719,80,4.99,71,98,Good,Beginner
802,19,Male,75.3,1.67,166,130,58,1.22,928,HIIT,27.4,3.2,3,2,23.17,6587,74,5.7,95,98,Good,Beginner
803,45,Male,45.9,1.51,195,142,57,1.64,303,Cardio,29.8,2.7,3,1,12.32,7029,35,4.88,76,98,Good,Beginner
804,59,Male,66.9,1.57,178,120,71,1.44,1153,Yoga,27.5,3.3,2,2,20.4,4657,65,5.89,67,98,Good,Beginner
805,42,Female,50.3,1.69,199,159,69,0.95,1293,Yoga,14.8,3.2,3,2,,8544,108,6.28,83,98,Good,Beginner
806,32,Male,68.7,1.77,186,,63,1.85,1118,Yoga,28.5,3.5,3,2,17.39,9100,164,8.89,99,98,Good,Beginner
807,37,Male,44.2,1.5,194,154,74,1.11,612,Cardio,24,3.5,2,2,20.62,10106,46,4.59,68,98,Good,Beginner
808,18,Female,46,1.79,177,140,68,2,1386,Cardio,23.6,3.2,3,2,18,6107,126,7.47,80,98,Good,Beginner
809,18,Male,74.8,1.76,186,134,68,0.5,1783,Cardio,21.8,3.5,4,3,23.47,12823,92,8.61,99,98,Good,Beginner
810,54,Male,46.3,1.62,161,138,60,1.03,1175,HIIT,32.2,2.5,4,2,19.44,12622,167,5.47,69,98,Good,Beginner
811,24,Male,87.1,1.9,196,122,51,1.42,1153,Yoga,27.6,3.3,3,1,36.55,8368,101,8.36,92,99,Average,Beginner
812,43,Female,40,1.89,169,134,54,0.57,1267,HIIT,21.4,1.5,4,2,12.32,12569,83,7.64,90,99,Average,Beginner
813,18,Female,49.3,1.71,162,160,52,1.23,375,Yoga,29.4,3.4,5,,14.06,13870,72,6.54,92,99,Average,Beginner
814,18,Female,67.9,1.81,194,137,73,1.19,1405,Cardio,33.8,3.2,2,1,12.32,9131,148,4.89,83,99,Average,Beginner
815,33,Male,49.7,1.82,179,169,71,1.55,968,Cardio,32.2,3.6,4,3,21.87,11609,156,6.37,97,99,Average,Beginner
816,49,Male,88.4,1.75,192,145,74,1.27,493,Yoga,23.5,2.2,3,1,12.42,9569,179,7.25,73,99,Average,Beginner
817,48,Male,45.8,,167,135,53,1.28,1239,Strength,24.5,1.6,4,,19.27,6596,145,8.32,85,99,Average,Beginner
818,19,Male,129.9,1.82,182,158,70,1.44,1155,Cardio,20.2,3.6,,1,17.37,6581,126,6.86,83,99,Average,Beginner
819,35,Male,40.3,1.79,183,120,68,1.24,1420,Strength,14.5,1.7,5,1,13.37,7170,64,7.76,78,99,Average,Beginner
820,34,Male,72.1,1.78,167,163,58,0.84,536,HIIT,12.1,2.9,3,2,12.32,10282,88,6.92,89,99,Average,Beginner
821,50,Female,103.8,1.54,185,169,56,2,766,HIIT,27.3,3.1,3,1,12.32,11392,139,6.26,87,99,Average,Beginner
822,18,Male,41,1.97,189,149,63,1.64,596,Strength,,1.8,2,2,12.32,9700,157,5.59,84,99,Average,Beginner
823,36,Female,85.1,1.73,194,156,74,1.41,1024,Cardio,28.9,3.5,4,3,13.22,3404,89,5.33,64,99,Average,Beginner
824,18,Male,81,1.64,175,169,74,1.99,878,Yoga,21.7,1.5,2,3,13.42,8883,105,8.21,92,99,Average,Beginner
825,47,Female,74.1,1.87,168,123,70,0.95,1030,Yoga,14.8,1.5,3,1,21.54,11956,100,8.63,66,99,Average,Beginner
826,32,,72.1,1.71,173,156,72,1.61,606,HIIT,12,2.7,2,2,17.91,4942,39,6.73,81,99,Average,Beginner
827,45,Female,47.9,1.71,194,169,70,0.78,772,HIIT,23.5,2.8,3,2,20.37,6221,94,5.51,77,99,Average,Beginner
828,25,Male,113.3,1.75,187,155,74,1.44,564,Strength,22.1,1.6,3,2,21.36,6123,65,8.99,94,99,Average,Beginner
829,23,Male,56.8,1.83,197,152,56,1.22,1193,Cardio,23.2,1.6,4,2,,7278,106,5.41,82,99,Average,Beginner
830,23,Female,78.2,1.9,180,131,55,0.85,888,Strength,16.2,2.3,3,1,29.89,9616,178,7.79,60,99,Average,Beginner
831,25,Male,40,1.68,175,123,66,0.74,1783,Strength,27.9,3.5,3,3,14.27,10733,68,8.33,74,99,Average,Beginner
832,59,Male,40,1.78,179,139,59,1.16,483,HIIT,19.7,3.7,,1,19.22,6717,83,6.37,93,99,Average,Beginner
833,23,Female,69.2,1.73,180,165,70,2,765,HIIT,23.3,1.8,4,2,21.96,12617,149,7.61,89,99,Average,Beginner
834,48,Female,91.3,1.58,175,152,72,1.25,1576,Yoga,28.9,3.4,2,2,19.62,8581,110,8.23,87,99,Average,Beginner
835,46,Male,68.2,1.88,172,167,70,1.41,723,Strength,17.2,2.6,5,1,32.75,14435,142,6.25,95,99,Average,Beginner
836,18,Female,45.1,1.86,182,169,64,0.92,1482,Strength,25.5,3.7,2,3,18.99,3493,177,8.37,79,99,Average,Beginner
837,20,Male,70.5,1.65,179,144,74,0.6,1151,Yoga,15.5,3.5,2,2,12.32,3158,120,5.7,86,99,Average,Beginner
838,18,Female,54.2,1.68,199,137,74,1.67,972,HIIT,14.1,3.4,2,,15.66,9974,133,7.81,94,99,Average,Beginner
839,18,Female,83.6,1.86,170,162,74,0.83,732,HIIT,22.7,2.8,2,3,24.77,7909,35,6.84,62,99,Average,Beginner
840,37,Female,58,1.6,168,143,52,1.28,834,Strength,21,3.6,4,2,22.2,5279,114,6.84,98,99,Average,Beginner
841,27,Female,45.6,,177,146,74,2,1108,Yoga,18,2.9,4,2,26.74,12958,130,8.9,73,98,Good,Advanced
842,52,Female,40,1.91,194,151,59,1.96,535,HIIT,23.4,1.5,4,2,23.62,9400,128,4.94,66,98,Good,Advanced
843,30,Female,40,1.62,166,164,73,1.23,1046,Yoga,25.2,3.7,5,3,14.53,8387,145,7.2,79,98,Good,Advanced
844,23,Female,83.5,1.5,194,142,63,2,767,Yoga,25.8,2.9,4,2,12.32,4527,171,4.89,98,98,Good,Advanced
845,22,Female,81.9,1.8,163,146,74,1.15,971,HIIT,22.4,2.5,5,,28.26,11005,80,4.35,84,98,Good,Advanced
846,40,Male,45.2,1.74,180,136,74,1.08,1058,\tYoga,26,3.3,,3,18.36,7650,104,7.3,64,98,Good,Advanced
847,49,Male,60.2,1.62,162,155,72,1.11,1105,\nStrength,23.4,3.1,3,1,16.85,10449,162,4.06,80,98,Good,Advanced
848,51,,47.3,1.74,194,148,55,2,1259,Strength,28.8,3.1,3,1,24.75,9731,58,4.65,86,98,Good,Advanced
849,28,Male,69.3,1.61,187,140,53,1.12,998,HIIT,17.6,2.8,,3,32.49,10835,129,8.78,73,98,Good,Advanced
850,33,Female,40,1.79,189,144,67,2,1285,HIIT,27.2,2.6,3,2,15.69,5128,109,6.16,90,98,Good,Advanced
851,48,Male,87.3,2,190,159,61,1.97,897,Yoga,10.7,3.5,5,3,18.2,5601,109,6.94,92,98,Good,Advanced
852,49,Male,40,1.77,175,127,73,1.2,1109,Yoga,24.7,2.4,3,3,25.41,14743,100,5.01,69,98,Good,Advanced
853,26,Female,55.4,2,,124,62,1.22,1292,HIIT,26.8,2.4,3,2,19.35,10302,132,7.02,75,98,Good,Advanced
854,18,Male,50.9,1.73,170,137,58,1.43,804,Strength,23.5,3.7,2,2,17.61,11615,175,8.4,89,98,Good,Advanced
855,55,Female,59.9,1.53,178,157,54,1.23,1044,HIIT,26.9,3.4,4,1,31.33,10580,53,5.44,89,98,Good,Advanced
856,44,Male,66.8,1.97,194,126,65,1.66,1382,HIIT,18.5,1.6,4,2,23.14,8681,106,5.96,71,98,Good,Advanced
857,50,Male,97,1.65,191,133,70,1.43,1256,Cardio,27.1,1.5,5,,27.51,9800,140,6.29,71,98,Good,Advanced
858,37,Male,75.8,1.63,192,131,64,0.98,921,Strength,26.5,1.5,4,1,14,14444,130,7.49,62,98,Good,Advanced
